1.000000e-02 0.000000e+00 0.000000e+00 -3.778965e-01
1.000000e-02 8.726646e-02 2.725711e-08 -3.294157e-01
1.000000e-02 1.745329e-01 1.053273e-07 -2.047818e-01
1.000000e-02 2.617994e-01 2.235659e-07 -5.595663e-02
1.000000e-02 3.490659e-01 3.657064e-07 6.001358e-02
1.000000e-02 4.363323e-01 5.118827e-07 1.093550e-01
1.000000e-02 5.235988e-01 6.411084e-07 9.754425e-02
1.000000e-02 6.108652e-01 7.339101e-07 6.429940e-02
1.000000e-02 6.981317e-01 7.747939e-07 5.953550e-02
1.000000e-02 7.853982e-01 7.542452e-07 1.121515e-01
1.000000e-02 8.726646e-01 6.700153e-07 2.078247e-01
1.000000e-02 9.599311e-01 5.275365e-07 2.883829e-01
1.000000e-02 1.047198e+00 3.394103e-07 2.752764e-01
1.000000e-02 1.134464e+00 1.240271e-07 1.078333e-01
1.000000e-02 1.221730e+00 -9.652189e-08 -2.210003e-01
1.000000e-02 1.308997e+00 -2.989905e-07 -6.488740e-01
1.000000e-02 1.396263e+00 -4.616796e-07 -1.057564e+00
1.000000e-02 1.483530e+00 -5.669721e-07 -1.312350e+00
1.000000e-02 1.570796e+00 -6.033962e-07 -1.311978e+00
1.000000e-02 1.658063e+00 -5.669721e-07 -1.028562e+00
1.000000e-02 1.745329e+00 -4.616796e-07 -5.205095e-01
1.000000e-02 1.832596e+00 -2.989905e-07 8.731329e-02
1.000000e-02 1.919862e+00 -9.652189e-08 6.481183e-01
1.000000e-02 2.007129e+00 1.240271e-07 1.044100e+00
1.000000e-02 2.094395e+00 3.394103e-07 1.223116e+00
1.000000e-02 2.181662e+00 5.275365e-07 1.207208e+00
1.000000e-02 2.268928e+00 6.700153e-07 1.071542e+00
1.000000e-02 2.356194e+00 7.542452e-07 9.049877e-01
1.000000e-02 2.443461e+00 7.747939e-07 7.707863e-01
1.000000e-02 2.530727e+00 7.339101e-07 6.844738e-01
1.000000e-02 2.617994e+00 6.411084e-07 6.173289e-01
1.000000e-02 2.705260e+00 5.118827e-07 5.214217e-01
1.000000e-02 2.792527e+00 3.657064e-07 3.625244e-01
1.000000e-02 2.879793e+00 2.235659e-07 1.441604e-01
1.000000e-02 2.967060e+00 1.053273e-07 -8.892516e-02
1.000000e-02 3.054326e+00 2.725711e-08 -2.691818e-01
1.000000e-02 3.141593e+00 0.000000e+00 -3.371144e-01

6.000000e-02 0.000000e+00 0.000000e+00 -2.096825e-01
6.000000e-02 8.726646e-02 3.497825e-05 -1.948111e-01
6.000000e-02 1.745329e-01 1.351634e-04 -1.556920e-01
6.000000e-02 2.617994e-01 2.868956e-04 -1.066668e-01
6.000000e-02 3.490659e-01 4.693003e-04 -6.518562e-02
6.000000e-02 4.363323e-01 6.568840e-04 -4.446487e-02
6.000000e-02 5.235988e-01 8.227156e-04 -4.745384e-02
6.000000e-02 6.108652e-01 9.418053e-04 -6.505989e-02
6.000000e-02 6.981317e-01 9.942703e-04 -8.029386e-02
6.000000e-02 7.853982e-01 9.679007e-04 -7.745071e-02
6.000000e-02 8.726646e-01 8.598110e-04 -5.254739e-02
6.000000e-02 9.599311e-01 6.769721e-04 -1.953163e-02
6.000000e-02 1.047198e+00 4.355553e-04 -7.634581e-03
6.000000e-02 1.134464e+00 1.591603e-04 -4.894444e-02
6.000000e-02 1.221730e+00 -1.238637e-04 -1.604747e-01
6.000000e-02 1.308997e+00 -3.836857e-04 -3.290948e-01
6.000000e-02 1.396263e+00 -5.924599e-04 -5.081050e-01
6.000000e-02 1.483530e+00 -7.275787e-04 -6.299437e-01
6.000000e-02 1.570796e+00 -7.743206e-04 -6.319615e-01
6.000000e-02 1.658063e+00 -7.275787e-04 -4.849066e-01
6.000000e-02 1.745329e+00 -5.924599e-04 -2.107183e-01
6.000000e-02 1.832596e+00 -3.836857e-04 1.203362e-01
6.000000e-02 1.919862e+00 -1.238637e-04 4.141737e-01
6.000000e-02 2.007129e+00 1.591603e-04 5.895786e-01
6.000000e-02 2.094395e+00 4.355553e-04 6.108779e-01
6.000000e-02 2.181662e+00 6.769721e-04 5.012860e-01
6.000000e-02 2.268928e+00 8.598110e-04 3.301433e-01
