Thread ID: -609414948
Total: 55340232210.356468

 %self     total     self     wait    child    calls  name
  0.00      0.00     0.00     0.00     0.00        2  Hash#each
  0.00      0.00     0.00     0.00     0.00        9  OptionParser#on
  0.00      0.00     0.00     0.00     0.00        1  GSL::Matrix#to_na
  0.00      1.40     0.00     0.00     1.40        1  PCA#clean_data
  0.00      0.00     0.00     0.00     0.00        4  <Class::OptionParser::Switch>#guess
  0.00      1.43     0.00     0.00     1.43        1  Physics#power
  0.00      0.00     0.00     0.00     0.00        1  PCA#transform_basis
  0.00      0.00     0.00     0.00     0.00       27  <Class::IO>#allocate
  0.00      0.00     0.00     0.00     0.00        7  OptionParser::CompletingHash#match
  0.00  18446744072.39     0.00     0.00 18446744072.39        1  Filter#filter_motion_capture_data
  0.00      0.00     0.00     0.00     0.00        1  <Class::YAML::Syck::Parser>#allocate
  0.00      0.00     0.00     0.00     0.00       28  Array#push
  0.00      0.00     0.00     0.00     0.00       15  OptionParser#top
  0.00      0.00     0.00     0.00     0.00        6  OptionParser#complete
  0.00  18446744072.65     0.00     0.00 18446744072.65        1  PCA#covariance_matrix
  0.00      0.00     0.00     0.00     0.00       34  String#empty?
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      2.55     0.00     0.00     2.55        1  Physics#energy
  0.00      0.00     0.00     0.00     0.00       10  <Object::ADT>#pt30
  0.00      0.01     0.00     0.00     0.01        9  Enumerable#min
  0.00      0.00     0.00     0.00     0.00        3  <Object::OpenStruct>#boxcar_filter
  0.00      0.00     0.00     0.00     0.00        6  <Class::File>#basename
  0.00      1.08     0.00     0.00     1.08        1  Global#[No method]
  0.00      0.00     0.00     0.00     0.00        6  OptionParser#separator
  0.00      0.00     0.00     0.00     0.00        8  <Object::OpenStruct>#body_parts
  0.00      0.01     0.00     0.00     0.01        9  Enumerable#max
  0.00      0.00     0.00     0.00     0.00        2  Filter#initialize
  0.00      0.00     0.00     0.00     0.00        3  IO#read
  0.00      0.00     0.00     0.00     0.00        6  Kernel#instance_variable_get
  0.00      0.00     0.00     0.00     0.00        1  Turning#initialize
  0.00      0.00     0.00     0.00     0.00        7  Enumerable#to_a
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#lkne
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#relb
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#rank
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#rkne
  0.00      0.00     0.00     0.00     0.00       12  Array#pop
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#lelb
  0.00      0.00     0.00     0.00     0.00        1  Array#sort
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#lank
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#pt27
  0.00      0.00     0.00     0.00     0.00        6  <Object::ADT>#pt26
  0.00      0.00     0.00     0.00     0.00        2  OptionParser#define_tail
  0.00      0.00     0.00     0.00     0.00        1  Controller#read_motion_config
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#ltoe
  0.00      0.00     0.00     0.00     0.00        4  <Object::OpenStruct>#chest
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#foot
  0.00      0.00     0.00     0.00     0.00        2  OptionParser::List#initialize
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#shank
  0.00      1.98     0.00     0.00     1.98        1  ADT#initialize
  0.00      0.00     0.00     0.00     0.00        5  Logger#initialize
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#fore
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#upper
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#hand
  0.00      0.00     0.00     0.00     0.00        7  String#each
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lhee
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#shank
  0.00      0.00     0.00     0.00     0.00        4  <Object::OpenStruct>#head
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#hand
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#lfin
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#foot
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#upper
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#thigh
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lmt5
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#thigh
  0.00      0.00     0.00     0.00     0.00        5  <Object::OpenStruct>#fore
  0.00      0.00     0.00     0.00     0.00        4  <Object::OpenStruct>#loins
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#lsho
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#pt28
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#rtoe
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#rsho
  0.00      0.00     0.00     0.00     0.00        7  <Class::OptionParser::Switch::NoArgument>#pattern
  0.00      0.00     0.00     0.00     0.00        2  OptionParser::Switch::NoArgument#parse
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#rfin
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        5  <Object::ADT>#pt29
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rfhd
  0.00      0.00     0.00     0.00     0.00        4  Comparable#>
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rwrb
  0.00      0.00     0.00     0.00     0.00        9  String#rindex
  0.00      0.00     0.00     0.00     0.00        3  String#to_i
  0.00      0.00     0.00     0.00     0.00        1  OptionParser#parse_in_order
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rhee
  0.00      0.00     0.00     0.00     0.00        2  OptionParser#on_tail
  0.00      0.00     0.00     0.00     0.00        4  OptionParser#notwice
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lwra
  0.00      0.00     0.00     0.00     0.00        3  GSL::Matrix#get_col
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lthi
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#pt24
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lfwt
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#pt31
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rbwt
  0.00      0.00     0.00     0.00     0.00        1  <Module::GSL::Eigen>#symmv_sort
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rfwt
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#t10
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#strn
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rmt5
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#c7
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rbhd
  0.00      0.00     0.00     0.00     0.00        3  <Object::OpenStruct>#process
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#pt25
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lbwt
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#clav
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lwrb
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lfhd
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#lbhd
  0.00      0.00     0.00     0.00     0.00        3  Plotter#initialize
  0.00      0.00     0.00     0.00     0.00        4  <Object::ADT>#rwra
  0.00      0.00     0.00     0.00     0.00        7  OptionParser::Completion#convert
  0.00      0.00     0.00     0.00     0.00        1  <Module::YAML>#parser
  0.00      0.00     0.00     0.00     0.00        6  Hash#default
  0.00      0.00     0.00     0.00     0.00        1  OptionParser#permute!
  0.00      0.00     0.00     0.00     0.00        5  String#chop
  0.00      0.00     0.00     0.00     0.00        2  Fixnum#|
  0.00      0.00     0.00     0.00     0.00        3  OptionParser#base
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#turning_pose_extraction
  0.00      0.00     0.00     0.00     0.00        2  Regexp#match
  0.00      1.06     0.00     0.00     1.06        1  Enumerable::Enumerator#each
  0.00      0.00     0.00     0.00     0.00        1  YAML::Syck::Parser#initialize
  0.00      0.00     0.00     0.00     0.00        2  <Class::Proc>#new
  0.00      0.00     0.00     0.00     0.00        1  OpenStruct#==
  0.00      0.00     0.00     0.00     0.00        2  PCA#initialize
  0.00      0.00     0.00     0.00     0.00        1  GSL::Matrix#shape
  0.00      0.00     0.00     0.00     0.00        1  Array#compact!
  0.00      0.00     0.00     0.00     0.00        7  Array#to_a
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        4  Mathematics#initialize
  0.00      0.00     0.00     0.00     0.00        2  Method#to_proc
  0.00      0.00     0.00     0.00     0.00        1  OptionParser#parse!
  0.00      0.00     0.00     0.00     0.00        1  OptionParser#add_officious
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        4  Module#>=
  0.00      0.00     0.00     0.00     0.00        1  <Module::YAML>#load
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        2  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Class::GSL::Matrix>#identity
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        3  GSL::Matrix#set_col
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#filter_motion_capture_data
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  String#sub
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#filter_motion_capture_data=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#turning_pose_extraction=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#boxcar_filter=
  0.00      0.00     0.00     0.00     0.00        2  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  OpenStruct#initialize_copy
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#colorize=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  OptionParser#order!
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  Hash#==
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  Hash#initialize_copy
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#filter_polyomial_order=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#use_raw_data
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  Physics#initialize
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#filter_point_window_size=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        2  Range#exclude_end?
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#filter_point_window_size
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#filename
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#boxcar_filter_default
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        2  Kernel#method
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#filter_polyomial_order
  0.00      0.00     0.00     0.00     0.00        2  MatchData#to_a
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#xtran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  GSL::Matrix#size1
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        2  GSL::Matrix#size
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#name
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#mass
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#from
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        2  Range#begin
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        2  Range#end
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#segments
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        4  <Class::OptionParser::Switch::NoArgument>#incompatible_argument_styles
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#to
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::OpenStruct>#dmp
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Object>#include?
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  IO#binmode
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ytran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      0.00     0.00     0.00     0.00        2  Object#initialize
  0.00      0.00     0.00     0.00     0.00        1  Array#unshift
  0.00      0.00     0.00     0.00     0.00        1  <Module::YAML>#resolver
  0.00      0.00     0.00     0.00     0.00        1  YAML::Syck::Parser#set_resolver
  0.00      0.00     0.00     0.00     0.00        1  String#*
  0.00      0.00     0.00     0.00     0.00        1  Kernel#initialize_copy


