Thread ID: -609414948
Total: 55340232210.356468

 %self     total     self     wait    child    calls  name
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zrot
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zrot
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xrot
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xrot
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#yscale
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#zscale
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#xtran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00        1  Kernel#`
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ytran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  <Object::Segment>#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1744  Unknown#ztran
  0.00      0.00     0.00     0.00     0.00     1329  Hash#[]=
  0.00      0.54     0.00     0.00     0.54       33  ADT#processSegment
  0.00  18446744071.08     0.00     0.00 18446744071.08       48  Segment#-
  0.00      0.13     0.00     0.00     0.13      296  Segment#getCoordinates!
  0.00      0.08     0.00     0.00     0.08      126  Segment#setMapping!
  0.00      0.00     0.00     0.00     0.00     1260  Array#initialize
  0.00      0.00     0.00     0.00     0.00     1164  String#==
  0.00      0.06     0.00     0.00     0.06       93  Segment#fork
  0.00      0.00     0.00     0.00     0.00     1063  String#to_f
  0.00      0.00     0.00     0.00     0.00        4  <Class::GSL::Matrix>#alloc
  0.00      0.01     0.00     0.00     0.01       92  OpenStruct#method_missing
  0.00      0.00     0.00     0.00     0.00      836  Hash#[]
  0.00      0.00     0.00     0.00     0.00     1191  String#length
  0.00      0.00     0.00     0.00     0.00       27  File#initialize
  0.00      0.00     0.00     0.00     0.00      324  GSL::Matrix#[]=
  0.00      0.00     0.00     0.00     0.00      126  Segment#initialize
  0.00      0.00     0.00     0.00     0.00      113  IO#puts
  0.00      0.00     0.00     0.00     0.00      149  OptionParser::List#search
  0.00      0.01     0.00     0.00     0.01       95  Module#class_eval
  0.00      0.01     0.00     0.00     0.01       96  OpenStruct#new_ostruct_member
  0.00      0.00     0.00     0.00     0.00        4  GSL::Matrix#*
  0.00      0.00     0.00     0.00     0.00      710  Fixnum#to_f
  0.00      0.00     0.00     0.00     0.00       25  IO#close
  0.00      0.00     0.00     0.00     0.00      178  <Object::YAML::Syck::Resolver>#node_import
  0.00      0.00     0.00     0.00     0.00      126  <Class::Hash>#[]
  0.00  18446744071.53     0.00     0.00 36893488145.23        6  Mathematics#distance_of_line_to_line
  0.00      2.61     0.00     0.00     2.61       30  Segment#dot_product
  0.00      0.00     0.00     0.00     0.00      648  NilClass#to_f
  0.00      0.00     0.00     0.00     0.00        1  YAML::Syck::Parser#load
  0.00  18446744072.30     0.00     0.00 18446744072.30        6  Turning#get_segments_cpa
  0.00      0.10     0.00     0.00     0.10       27  <Class::IO>#open
  0.00      0.00     0.00     0.00     0.00      115  <Object::OpenStruct>#colorize
  0.00      0.00     0.00     0.00     0.00       41  Fixnum#/
  0.00      0.00     0.00     0.00     0.00      108  String#gsub
  0.00      0.00     0.00     0.00     0.00      151  Hash#keys
  0.00      0.41     0.00     0.00 92233720368.95        1  Turning#get_data
  0.00      0.58     0.00     0.00     0.58       16  Segment#+
  0.00      0.00     0.00     0.00     0.00       57  Array#reverse_each
  0.00      0.00     0.00     0.00     0.00      591  Float#>
  0.00      0.00     0.00     0.00     0.00      156  Hash#fetch
  0.00      0.00     0.00     0.00     0.00      133  OpenStruct#modifiable
  0.00      1.34     0.00     0.00     1.34       13  Segment#*
  0.00      0.00     0.00     0.00     0.00       19  Array#delete_if
  0.00      0.00     0.00     0.00     0.00       57  OptionParser#visit
  0.00      0.00     0.00     0.00     0.00      339  Module#===
  0.00      0.00     0.00     0.00     0.00      173  Regexp#===
  0.00      0.01     0.00     0.00     0.01        1  Body#initialize
  0.00      0.00     0.00     0.00     0.00      149  Kernel#send
  0.00      0.00     0.00     0.00     0.00        4  GSL::Spline#init
  0.00      0.00     0.00     0.00     0.00        1  GSL::Matrix#eigen_symmv
  0.00      0.35     0.00     0.00     0.35        9  PCA#normalize
  0.00      0.00     0.00     0.00     0.00      317  Kernel#hash
  0.00      0.00     0.00     0.00     0.00        2  Array#uniq!
  0.00      0.00     0.00     0.00     0.00       93  Segment#getMapping!
  0.00      0.29     0.00     0.00     0.29       18  PCA#substract_mean
  0.00      0.00     0.00     0.00     0.00       56  OptionParser#search
  0.00      0.00     0.00     0.00     0.00      178  <Object::YAML::Syck::Resolver>#_node_import
  0.00  18446744073.23     0.00     0.00 18446744073.23        4  Mathematics#derivative
  0.00      0.00     0.00     0.00     0.00       11  OptionParser#make_switch
  0.00      0.00     0.00     0.00     0.00      155  Symbol#to_s
  0.00      0.00     0.00     0.00     0.00      132  String#strip
  0.00      0.00     0.00     0.00     0.00       68  OpenStruct#initialize
  0.00      0.36     0.00     0.00     0.36       18  PCA#add_original_mean
  0.00      0.00     0.00     0.00     0.00      133  <Class::Hash>#allocate
  0.00      0.00     0.00     0.00     0.00      132  Hash#initialize
  0.00      0.00     0.00     0.00     0.00        1  Kernel#catch
  0.00      0.00     0.00     0.00     0.00      114  Hash#key?
  0.00      0.36     0.00     0.00     0.36        1  GSL::Matrix#each_row
  0.00      0.00     0.00     0.00     0.00       17  OptionParser::List#update
  0.00      0.00     0.00     0.00     0.00       34  Hash#invert
  0.00      0.00     0.00     0.00     0.00       92  Symbol#id2name
  0.00      0.00     0.00     0.00     0.00        2  <Class::Dir>#[]
  0.00      0.00     0.00     0.00     0.00      149  Kernel#__send__
  0.00      0.08     0.00     0.00     0.08        6  Plotter#interactive_gnuplot_eucledian_distances
  0.00      0.60     0.00     0.00     0.60        8  Segment#/
  0.00  18446744070.15     0.00     0.00 18446744070.15       41  Array#%
  0.00      0.00     0.00     0.00     0.00       55  <Object::OpenStruct>#arms
  0.00      0.00     0.00     0.00     0.00      102  Kernel#===
  0.00      0.00     0.00     0.00     0.00      100  Kernel#respond_to?
  0.00      0.00     0.00     0.00     0.00       55  <Object::OpenStruct>#legs
  0.00      0.00     0.00     0.00     0.00        9  OptionParser::Switch#parse_arg
  0.00      0.00     0.00     0.00     0.00      133  Kernel#frozen?
  0.00      0.00     0.00     0.00     0.00        4  GSL::Matrix#transpose
  0.00      0.00     0.00     0.00     0.00        1  GSL::Matrix#invert
  0.00      0.00     0.00     0.00     0.00       41  ADT#learn
  0.00  18446744072.30     0.00     0.00 18446744072.30        6  Turning#get_components_cpa
  0.00      0.00     0.00     0.00     0.00       33  String#gsub!
  0.00  18446744074.70     0.00     0.00 18446744074.70        5  Physics#velocity
  0.00      0.00     0.00     0.00     0.00        6  Body#get_mass
  0.00      0.00     0.00     0.00     0.00      108  String#to_sym
  0.00  36893488146.44     0.00     0.00 36893488146.44        6  Mathematics#eucledian_distance_window
  0.00      0.00     0.00     0.00     0.00       24  Proc#call
  0.00      0.00     0.00     0.00     0.00        1  <Object::Segment>#ztran=
  0.00      1.08     0.00     0.00     1.08        2  Controller#initialize
  0.00  18446744073.35     0.00     0.00 18446744073.35        1  PCA#do_pca
  0.00      0.01     0.00     0.00     0.01        8  ADT#getNewSegment!
  0.00      0.00     0.00     0.00     0.00       99  String#hash
  0.00      1.09     0.00     0.00     1.09        1  ADT#computeExtraPoints!
  0.00      0.01     0.00     0.00     0.01        1  OptionParser#initialize
  0.00      0.00     0.00     0.00     0.00       28  <Object::OpenStruct>#config_dir
  0.00      0.00     0.00     0.00     0.00       17  OptionParser::List#append
  0.00      0.00     0.00     0.00     0.00       29  <Object::OpenStruct>#config_dir
  0.00      0.00     0.00     0.00     0.00       17  Hash#update
  0.00      0.00     0.00     0.00     0.00       96  Symbol#===
  0.00      0.00     0.00     0.00     0.00       79  Kernel#block_given?
  0.00      0.00     0.00     0.00     0.00        9  OptionParser::Switch::RequiredArgument#parse
  0.00      0.00     0.00     0.00     0.00       25  <Object::OpenStruct>#left
  0.00      0.00     0.00     0.00     0.00       41  Fixnum#_orig_div
  0.00      0.00     0.00     0.00     0.00        6  Array#hash
  0.00      0.00     0.00     0.00     0.00       18  Array#compact
  0.00      0.00     0.00     0.00     0.00       13  OptionParser::Switch#initialize
  0.00      0.00     0.00     0.00     0.00        9  OptionParser#define
  0.00      0.00     0.00     0.00     0.00       25  <Object::OpenStruct>#left
  0.00      0.00     0.00     0.00     0.00       24  <Object::OpenStruct>#right
  0.00      0.00     0.00     0.00     0.00       33  Array#fetch
  0.00      0.00     0.00     0.00     0.00       24  <Object::OpenStruct>#right
  0.00      0.87     0.00     0.00     0.87        1  ADT#read!
  0.00      0.00     0.00     0.00     0.00       11  OptionParser::Switch#conv_arg
  0.00  18446744070.92     0.00     0.00 18446744070.92        2  Physics#acceleration
  0.00      0.01     0.00     0.00     0.01        1  Controller#parse_cmd_arguments
