index, x, y
150, 0.00715699401737141, -0.233168620737519
151, 0.00565802019911846, -0.235386527177468
152, 0.00401301140762008, -0.238984160006359
153, 0.00178836447738343, -0.243487401630896
154, -0.000271977170229092, -0.247106428822342
155, -0.00187564099077251, -0.251596791623165
156, -0.00364054597791225, -0.257660617652531
157, -0.00543327703402268, -0.264101570399229
158, -0.00775162779933138, -0.270864020267763
159, -0.00921083124036628, -0.277637801334389
160, -0.0103230830281604, -0.28582758439363
161, -0.0120093801823001, -0.29520482860399
162, -0.0148451492315999, -0.306608999052818
163, -0.0180416302821626, -0.32022100462905
164, -0.0188531223697532, -0.332741535647588
165, -0.0189567647171995, -0.343852615490765
166, -0.0207669898338692, -0.35411518189492
167, -0.0231683663630363, -0.362145005274463
168, -0.0273781237423995, -0.369210297823524
169, -0.0272220790395822, -0.384102994605058
170, -0.0282222306525397, -0.398038885016412
171, -0.0289821234197106, -0.412153868923704
172, -0.0295842168852886, -0.427891111173932
173, -0.0308201210370057, -0.445906191500891
174, -0.0321011191037454, -0.464006617787074
175, -0.0320485801127797, -0.481865755575372
176, -0.0312715725637697, -0.500161922034695
177, -0.029261962921454, -0.519467166164234
178, -0.0282960219408078, -0.537497385061092
179, -0.0271014016252557, -0.556570742509596
180, -0.0270017235809548, -0.574532661380575
181, -0.0292571958115737, -0.590411661414559
182, -0.0270756809747292, -0.607827629025676
183, -0.0241647157630562, -0.623996708997612
184, -0.0218726555543497, -0.638786269546105
185, -0.0154213414501592, -0.653886716946975
186, -0.0140454994604215, -0.663820814172004
187, -0.0150284250589744, -0.668157830479453
188, -0.0205013878016698, -0.671839153572902
189, -0.0278126512531328, -0.676207042436665
190, -0.0326719362708131, -0.680432837869584
191, -0.0348686481617345, -0.68443314228592
192, -0.039149232980323, -0.686900649792314
193, -0.0439629760870849, -0.688266949849295
194, -0.047448471795945, -0.689947722930669
195, -0.0489691289585921, -0.691724064840399
196, -0.0420657149445425, -0.694468077729263
197, -0.0407264464632177, -0.695469043405851
198, -0.0413858691528263, -0.695220473633105
199, -0.0415250644561903, -0.694794511966068
200, -0.0407117963377825, -0.694111356139343
