index, x, y
330, -0.808949218173617, -0.948649607660301
331, -0.686700854835324, -0.89171304225127
332, -0.580202368471474, -0.841474963832278
333, -0.483430786105009, -0.795459258092873
334, -0.412561587302675, -0.760825141415003
335, -0.36568206608965, -0.737137701209963
336, -0.32656685550432, -0.71683514110157
337, -0.29143323724888, -0.698429604609653
338, -0.261569144565911, -0.682343547192127
339, -0.232942128203233, -0.666704283589088
340, -0.205272075389038, -0.65176293035838
341, -0.1812710624426, -0.638704616164856
342, -0.15953755349946, -0.626856763555349
343, -0.139727969138644, -0.615975486055495
344, -0.122428338863524, -0.606242685586039
345, -0.106014099782178, -0.597250396630081
346, -0.090258016434583, -0.588630933768085
347, -0.0778085776688666, -0.581566931774115
348, -0.0683681585114879, -0.576845384048177
349, -0.0607333858968825, -0.573558624866082
350, -0.0518617658519612, -0.56911120071715
351, -0.0417925923371436, -0.564080514399444
352, -0.0327160274170317, -0.559912018303629
353, -0.0251509284671534, -0.555425424132509
354, -0.0182371382530794, -0.551649019187699
355, -0.0117048207453046, -0.549694399179336
356, -0.00548012058495123, -0.547864420789429
357, 0.00122273044686611, -0.545840488225675
358, 0.00982967539073797, -0.545152871960988
359, 0.0172836590138048, -0.544195316273714
360, 0.0227335930778444, -0.543340503408417
