index, x, y
900, 0.216975729767511, -0.803798514884285
901, 0.227524779864811, -0.792814082538943
902, 0.237737875043585, -0.782413572644062
903, 0.245551448943486, -0.774538517142113
904, 0.250330336045992, -0.769606037075454
905, 0.254705808444525, -0.765416569493235
906, 0.26648848891225, -0.75754577172475
907, 0.296432558475054, -0.742742689313001
908, 0.343322060077358, -0.725109152026635
909, 0.35677882470734, -0.72473815247524
910, 0.399661251413399, -0.719331493577127
911, 0.505202894381255, -0.706788321874298
912, 0.726171932922617, -0.689006909364462
913, 1.59837516802235, -0.649129744353886
914, -2.08802221386298, -0.788342446135962
915, -0.589973121518462, -0.72321893045907
916, -0.382595084250485, -0.705433059621297
917, -0.27825552925601, -0.694331342886841
918, -0.21947058146331, -0.686295137062175
919, -0.188650302855752, -0.680032337317433
920, -0.173604843173749, -0.674701861288739
921, -0.16589730245166, -0.670495929361358
922, -0.166311755267737, -0.667311926690308
923, -0.167515792113332, -0.663580899068865
924, -0.181894940338815, -0.661822586772776
925, -0.199511006726211, -0.661047430437108
926, -0.192466809456316, -0.655562080713735
927, -0.202967708390176, -0.655972987164758
928, -0.227351340410879, -0.661990094408334
929, -0.235397956083423, -0.664261592671236
930, -0.248137013355149, -0.666933653319808
931, -0.271889625703358, -0.670498478937608
932, -0.298855640618223, -0.674794597538918
933, -0.32474977949662, -0.679583269010346
934, -0.389648537015322, -0.682803850627128
935, -0.275071428079761, -0.695139223701852
936, -0.353141640444792, -0.699316397812807
937, -0.390459782756104, -0.706408024900617
938, -0.409334142388111, -0.715263035636503
939, -0.432721617947705, -0.723789057782164
940, -0.452206775960734, -0.730949267253166
941, -0.469609911910175, -0.738603736664859
942, -0.499449787858158, -0.75084550667063
943, -0.532152667155811, -0.764276659638455
944, -0.558680022539887, -0.777342215221071
945, -0.582893867405999, -0.791943372605359
946, -0.625834369425485, -0.812664807873981
947, -0.685115915651751, -0.835402657289553
948, -0.689011910971685, -0.844275622776081
949, -0.7048622738528, -0.857581506566434
950, -0.743561270625484, -0.88111652879237
951, -0.783340243426854, -0.907653834325189
952, -0.826292784881656, -0.938486885618781
953, -0.89045201288427, -0.979582954383991
954, -0.959670043093494, -1.02732093251401
955, -1.01694408695775, -1.07569448546267
956, -1.08118866073978, -1.13314374050652
957, -1.16095899106187, -1.20048540824862
958, -1.25481243430752, -1.27639069900203
959, -1.35682946762601, -1.36188271759041
960, -1.49117297297717, -1.47205674497558
961, -1.68043549107191, -1.62522551185196
962, -1.9750720463971, -1.85695883168084
963, -2.32499270345454, -2.14119025239518
964, -2.71062506228918, -2.4666461130368
965, -3.75018417422903, -3.27355885244091
966, -7.65058578298672, -6.23589108265273
967, -77.0071634348274, -58.9463821754141
968, 11.2913869680466, 8.2201203016298
969, 4.93549070716254, 3.38272479999153
970, 3.01640954299059, 1.89541692278001
971, 2.18241812933802, 1.2456951907694
972, 1.74470372490005, 0.919323960466887
973, 1.44645128302267, 0.694215815710483
974, 1.23066893009082, 0.526763502999002
975, 1.0849799001124, 0.419756773720857
976, 0.976354287469823, 0.34023650280587
977, 0.873985542043565, 0.255719997067595
978, 0.785525765092252, 0.179241778290735
979, 0.716837273086781, 0.121155653192503
980, 0.659264848573857, 0.0729431921933251
981, 0.611615007667114, 0.0361717809340261
982, 0.572894603054756, 0.00392834201977864
983, 0.542016835454711, -0.0236540785748475
984, 0.51639285830291, -0.0458198093177606
985, 0.494000493489093, -0.0643899466326454
986, 0.473540589533032, -0.0837736444187067
987, 0.456131005825129, -0.101503116067199
988, 0.442317829072625, -0.114311568931883
989, 0.430422892943814, -0.125436443457127
990, 0.420216458990607, -0.134996843203
991, 0.409926911548464, -0.145040861127377
992, 0.398222664108018, -0.155631219292929
993, 0.386790511047578, -0.167188561518179
994, 0.376942279679559, -0.178787108173193
995, 0.368201632564345, -0.188562626959512
996, 0.36048116808611, -0.195452194328831
997, 0.353394795127378, -0.201459247216374
998, 0.346718801745066, -0.20653829285141
999, 0.343316858803177, -0.210344609696004
1000, 0.339866947534337, -0.214422799922424
